,laughter,im,people,dont,see,like,oh,money,think,children,world,applause,thank,little,companies,country,art,music,dance,body,women,image,video,need,piece,change,business,air,global,light,states,percent,computer,countries,camera,inside,project,economic,health,social,space,dollars,cave,3d,object,robots,robot,♫♫
0,0.054722529560270065,0.009080364621223799,0.0263523903424502,0.015553573191233822,0.008102469241979418,0.015838349097188283,0.0008612931687235845,0.0009104969050301607,0.04049116878951665,0.007172771687994768,0.010530566487410653,0.006917002932366739,0.0049537588643791056,0.004113397046243709,0.0007856839422994582,0.0009313545879665554,0.0015984597689499339,0.0024038454643057245,0.004267320630138823,0.0017492925715374107,0.0025238554695775945,0.0008009394664644048,0.0008291497319474297,0.005304725134402722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.044472964458298264,0.015262367921690532,0.021355728094538656,0.004481588880945676,0.0023346362676021698,0.015212146288138408,0.0,0.0013117477108149087,0.00448733819238468,0.0,0.008669329842783588,0.014947930155673929,0.007136852211554855,0.003950765147597623,0.0,0.0026835945119036337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005731865489969384,0.0012213940338059587,0.0033030604221271605,0.0024407011065534228,0.0023286222642080446,0.006138368404253375,0.0012445777003628376,0.003832345204057132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.04578112950479889,0.024689198289086087,0.011313353784948448,0.012019157766053445,0.005565558182766552,0.033242328105133105,0.0014790482690494658,0.0007817714805258966,0.008023051216384332,0.0007698362716856453,0.006458401614200129,0.01781724548440674,0.008506799705037224,0.005886413014452204,0.0006746044883881555,0.0007996803186333529,0.00068623531460092,0.002751988600515519,0.0,0.0,0.0,0.0,0.0,0.0034160600649989947,0.0014558455322491715,0.0,0.0,0.0,0.0007316652914035344,0.0,0.0022839896417283017,0.0036549574866283608,0.002812626233661182,0.0007214193515524548,0.0012801207059717123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012331140145255427,0.009310044432231225,0.01881676930996573,0.01366884608688431,0.0014241281232373233,0.024745091295371807,0.000756924702395903,0.002400498310791283,0.004105914446031982,0.0007879500663135428,0.005288291204097988,0.010637943627454613,0.0014511599496828203,0.00722990022010365,0.0,0.0024554889783918246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004661917265175099,0.0,0.004029733714995135,0.0007444138374987939,0.0007102297905834536,0.0,0.0007591923972213308,0.0,0.0065466738510490344,0.0,0.0,0.0,0.0007987994666903145,0.0022756313761551736,0.00415882998982532,0.0014837463568155781,0.0007845899432018632,0.0007842547199883345,0.0007553090686398478,0.0,0.0,0.0,0.0,0.0,0.0
4,0.013836922935270116,0.001492416363488268,0.014617749197383886,0.004601393732218481,0.01917637868913624,0.0416501536654773,0.0,0.006285133090960674,0.007678827896869493,0.004420841956214597,0.04895596312704573,0.0068211236837992795,0.001628364299974122,0.004056379661444291,0.0,0.012858226113470941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005231194290955556,0.0,0.006782720114348248,0.0,0.0,0.0016806569069863365,0.0,0.006995189397768529,0.010494432387348759,0.0008075857502591513,0.020714020985169494,0.0,0.0,0.0,0.0,0.00915711447935687,0.0026411938682042923,0.0,0.001695083058333652,0.0,0.0,0.0,0.0,0.0,0.0
5,0.016321509097369714,0.028606462558541546,0.03711936150608998,0.021484366355540793,0.003534332568618175,0.01407339438027533,0.0012523328409469931,0.006619378959197373,0.006793240445989653,0.00065183217164624,0.010936855288280511,0.010057423241806238,0.0036014188532274374,0.0,0.0011423959219419861,0.0,0.0011620919196161565,0.0,0.0,0.000635874234033307,0.0,0.0,0.0006027979073136058,0.017354582519994895,0.0012326867280357948,0.0025001997501794635,0.0012316335997546955,0.0,0.0,0.0,0.0,0.0,0.00178612030896732,0.0024433472928491904,0.0,0.0,0.0,0.0,0.000613715038098901,0.0,0.0,0.0,0.0004975527858872668,0.0,0.0,0.0,0.0,0.0
6,0.047440878635211826,0.007995087661544291,0.010441249426702775,0.023006968661092406,0.003424353337345757,0.014875054880527608,0.007280181013143057,0.0,0.009872778724546491,0.0018946465526633988,0.0,0.0036541734020353283,0.0,0.00579482808777756,0.0,0.0,0.0,0.0,0.0,0.0009241312241431725,0.005333295716476559,0.0,0.0008760606078709053,0.0014012127565059527,0.0017914930877747938,0.00242240004083866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.007817130483629916,0.019673182765435775,0.006117226720264232,0.007220956602766728,0.015046723489766626,0.011438260814750021,0.0,0.0016908419839839156,0.0028920880705425186,0.0,0.0,0.0016056560567053928,0.0015332330108519543,0.0012731334549592088,0.0,0.0,0.00667895899729671,0.0,0.0,0.0,0.0,0.0,0.0,0.003694185527096489,0.0015743761504745544,0.0,0.0,0.0015007963256580125,0.0,0.0024063898233864433,0.000823315097701936,0.0,0.0,0.0,0.0,0.0,0.0032057786115299728,0.0,0.0,0.003315855571020926,0.0066288776829343385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.007191402486083782,0.024562152671818063,0.015475814139787972,0.02524320918275376,0.0,0.015032395369544052,0.0,0.0,0.027936181765454877,0.00612699880037975,0.008995235181355928,0.0014771301287815764,0.0014105042392571724,0.001171224544899581,0.0,0.0007955653255700594,0.0,0.0013689137120917677,0.0,0.0,0.0,0.0,0.0,0.00226565447421317,0.0,0.0,0.0,0.0,0.0007279002899040308,0.0,0.0,0.0018180749075852908,0.0,0.0,0.0,0.0,0.0,0.0,0.0007210888526547979,0.0007626088641756246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.002697932850313285,0.02036946658274528,0.017417759929529708,0.02093426878171471,0.007789632591709942,0.0169186998078073,0.0016560772124492088,0.010504111012471508,0.032938910399312765,0.0,0.008677697921782414,0.0,0.0015874980144535357,0.01054554300658619,0.0,0.0,0.0007683715877770918,0.0,0.0,0.0,0.0,0.0,0.0,0.0025499547460738955,0.0008150486570506944,0.0,0.0008143523318841375,0.0,0.0,0.0,0.0,0.006138635160939525,0.0,0.0,0.0,0.0008738475504334201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.008098265327182096,0.018716976744078857,0.0176537018912482,0.012823972598070272,0.013361025438760762,0.004352923758498766,0.0,0.0,0.006420212066091216,0.0,0.021086039707289162,0.005703091821719596,0.0013614635289518734,0.0,0.0,0.0007679049417340144,0.0,0.0,0.0,0.0,0.0006936423972680144,0.0,0.0006836366995195695,0.005467204298287575,0.0,0.0037806552513751273,0.0013968030063443153,0.0,0.0,0.0,0.0007310783621426132,0.001754863693910968,0.0,0.002078261045863032,0.0,0.0007494255482193901,0.0028466323322029396,0.0013005906885031353,0.0020880536478364927,0.0,0.0007357798145585921,0.0021258698951783796,0.0,0.0,0.0,0.0,0.0,0.0
